film_screening,film_creator,film_title,film_duration_human,film_filename,film_vimeo,film_url
15:11,Andrew Norman Wilson,The Unthinkable Bygone (2016),2′,Wilson-Andrew-Norman_The-Unthinkable-Bygone.mp4,https://player.vimeo.com/video/234957714,http://ubuvideo.memoryoftheworld.org/Wilson-Andrew-Norman_The-Unthinkable-Bygone.mp4
15:13,People Like Us (Vicki Bennett),Discovering Electronic Music (1999),6′,People-Like-Us_Early-Films_Discovering-Electronic-Music_1999.mp4,https://player.vimeo.com/video/129114028,http://ubuvideo.memoryoftheworld.org/People-Like-Us_Early-Films_Discovering-Electronic-Music_1999.mp4
15:20,Gwilly Edmondez,,4′,Edmondez-Gwilly_Parrat-Laden.mp4,https://player.vimeo.com/video/124872691,http://ubuvideo.memoryoftheworld.org/Edmondez-Gwilly_Parrat-Laden.mp4
15:24,Slavko Vorkapich,Moods of the Sea,9′,Vorkapich-Slavko_Hoffman-John_Moods-of-the-Sea_1941.mp4,https://player.vimeo.com/video/132350528,http://ubuvideo.memoryoftheworld.org/Vorkapich-Slavko_Hoffman-John_Moods-of-the-Sea_1941.mp4
15:33,Chris Habib,Making The Nature Scene (Kim Gordon) (1985),11′,habib_chris_gordon_kim_naturescene_1985.m4v,https://player.vimeo.com/video/125947313,http://ubuvideo.memoryoftheworld.org/habib_chris_gordon_kim_naturescene_1985.m4v
15:44,Jake and Dinos Chapman,Fucking Hell: Warehouse (2007),3′,Chapman_Warehouse.MP4,https://player.vimeo.com/video/125208907,http://ubuvideo.memoryoftheworld.org/Chapman_Warehouse.MP4
15:48,Kurt Kren,1978 - 3778 Tree Again,3′,Kren-Kurt_1978_37-78_Tree-again.mp4,https://player.vimeo.com/video/126884977,http://ubuvideo.memoryoftheworld.org/Kren-Kurt_1978_37-78_Tree-again.mp4
15:51,Maurizio Cattelan,,47″,Cattelan-Maurizio_Pierpaolo-Ferrari-Toiletpaper.m4v,https://player.vimeo.com/video/133438136,http://ubuvideo.memoryoftheworld.org/Cattelan-Maurizio_Pierpaolo-Ferrari-Toiletpaper.m4v
15:52,Samuel Beckett,Quadrat 1+2 (1982),12′,Beckett-Samuel_Quadrat.mp4,https://player.vimeo.com/video/123454070,http://ubuvideo.memoryoftheworld.org/Beckett-Samuel_Quadrat.mp4
16:05,John Latham,Speak  (1962),10′,Latham-John_Speak_1962.mp4,https://player.vimeo.com/video/181422197,http://ubuvideo.memoryoftheworld.org/Latham-John_Speak_1962.mp4
16:15,Nobuhiko Obayashi,Dandanko,11′,Obayashi-Nobuhiko_1960_Dandanko.mp4,https://player.vimeo.com/video/128678292,http://ubuvideo.memoryoftheworld.org/Obayashi-Nobuhiko_1960_Dandanko.mp4
16:26,People Like Us (Vicki Bennett),Burning (1999),1′,People-Like-Us_Early-Films_Burning_1999.mp4,https://player.vimeo.com/video/129113888,http://ubuvideo.memoryoftheworld.org/People-Like-Us_Early-Films_Burning_1999.mp4
16:28,Jan Kučera,Burleska (1932),5′,Kucera-Jan_Burleska_1932.mp4,https://player.vimeo.com/video/126885184,http://ubuvideo.memoryoftheworld.org/Kucera-Jan_Burleska_1932.mp4
16:33,Michael Smith,QuinQuag (2001-2002),7′,Smith-Michael-White-Joshua_Quinquag_2001-2.mp4,https://player.vimeo.com/video/131761719,http://ubuvideo.memoryoftheworld.org/Smith-Michael-White-Joshua_Quinquag_2001-2.mp4
16:41,George Landow (aka Owen Land),"Film in Which There Appear Edge Lettering, Sprocket Holes, Dirt Particles Etc. (1965-66)",6′,Landow-George_Film-in-Which-There Appear_1965-66.mp4,https://player.vimeo.com/video/127519697,http://ubuvideo.memoryoftheworld.org/Landow-George_Film-in-Which-There Appear_1965-66.mp4
16:47,Peter Gidal,Assumption (1997),2′,Gidal_Peter_Assumtion-x2_1997.mp4,https://player.vimeo.com/video/125826358,http://ubuvideo.memoryoftheworld.org/Gidal_Peter_Assumtion-x2_1997.mp4
16:50,Simon Starling,,7′,Starling-Simon_Phantom-Ride.mp4,https://player.vimeo.com/video/235677854,http://ubuvideo.memoryoftheworld.org/Starling-Simon_Phantom-Ride.mp4
16:58,Superflex,,5″,Superflex_Rebranding-Denmark.m4v,https://player.vimeo.com/video/133438386,http://ubuvideo.memoryoftheworld.org/Superflex_Rebranding-Denmark.m4v
16:58,Mircea Cantor,Deeparture (2005),2′,Cantor-Mircea_Deeparture_2005.mp4,https://player.vimeo.com/video/123582104,http://ubuvideo.memoryoftheworld.org/Cantor-Mircea_Deeparture_2005.mp4
17:00,Shelly Silver,Things I Forget to Tell Myself (1989),1′,Silver_Shelly_Things_I_Forget_To_Tell_Myself_1989.iphone.m4v,https://player.vimeo.com/video/135113104,http://ubuvideo.memoryoftheworld.org/Silver_Shelly_Things_I_Forget_To_Tell_Myself_1989.iphone.m4v
17:02,Peter Rose,,3′,Rose-Peter_Metalogue.mp4,https://player.vimeo.com/video/129670414,http://ubuvideo.memoryoftheworld.org/Rose-Peter_Metalogue.mp4
17:05,Ladislaw Starewicz,The Insect&#8217;s Christmas (1913),6′,Starewicz-Ladislaw_The-Insects-Christmas_1913.mp4,https://player.vimeo.com/video/131765212,http://ubuvideo.memoryoftheworld.org/Starewicz-Ladislaw_The-Insects-Christmas_1913.mp4
17:12,Salvador Dalí,Quixot,45″,Dali-Salvador_Ads_Quixot.mp4,https://player.vimeo.com/video/124374070,http://ubuvideo.memoryoftheworld.org/Dali-Salvador_Ads_Quixot.mp4
17:13,Jesper Just,Llano (2009),7′,Just-Jesper_Llano_2012.mkv,https://player.vimeo.com/video/134070662,http://ubuvideo.memoryoftheworld.org/Just-Jesper_Llano_2012.mkv
17:20,Edgard Varêse (with Le Corbusier),,8′,Varese-Edgard-and-Le-Corbusier_Poeme-Electronique_1958.mp4,https://player.vimeo.com/video/132276458,http://ubuvideo.memoryoftheworld.org/Varese-Edgard-and-Le-Corbusier_Poeme-Electronique_1958.mp4
17:29,Malcolm Le Grice,Berlin Horse (1970),6′,Le-Grice-Malcolm_Berlin-Horse_1970.mp4,https://player.vimeo.com/video/127521926,http://ubuvideo.memoryoftheworld.org/Le-Grice-Malcolm_Berlin-Horse_1970.mp4
17:35,Keith Sonnier,TV In and TV Out (1972),13′,Sonnier-Keith_TV-In-Out_1972.iphone.m4v,https://player.vimeo.com/video/135113372,http://ubuvideo.memoryoftheworld.org/Sonnier-Keith_TV-In-Out_1972.iphone.m4v
17:48,Julian Rosefeldt,Asylum (2004),14′,Rosefeldt_Julian_Asylum.avi,https://player.vimeo.com/video/129684055,http://ubuvideo.memoryoftheworld.org/Rosefeldt_Julian_Asylum.avi
18:03,Harrell Fletcher,Babies (NYC) (2004),4′,Fletcher_Harrell_BabiesNY_2004.mp4,https://player.vimeo.com/video/125004194,http://ubuvideo.memoryoftheworld.org/Fletcher_Harrell_BabiesNY_2004.mp4
18:07,Leslie Thornton,,5′,Thornton_Leslie-Photography_is_Easy.mp4,https://player.vimeo.com/video/132246093,http://ubuvideo.memoryoftheworld.org/Thornton_Leslie-Photography_is_Easy.mp4
18:13,Peggy Ahwesh,Bethlehem (2009),8′,Ahwesh-Peggy_bethlehem.mp4,https://player.vimeo.com/video/122474714,http://ubuvideo.memoryoftheworld.org/Ahwesh-Peggy_bethlehem.mp4
18:21,Hamlet Hovsepian,Thinker,6′,Hovsepian_Hamlet_Thinker_1975-6.mp4,https://player.vimeo.com/video/126874751,http://ubuvideo.memoryoftheworld.org/Hovsepian_Hamlet_Thinker_1975-6.mp4
18:28,Takashi Murakami,Superflat Monogram (for Louis Vuitton) (2003),5′,Murakami-Takashi-Hosoda-Mamoru_Superflat-Monogram-For-Louis-Vuitton_2003.mp4,https://player.vimeo.com/video/128601152,http://ubuvideo.memoryoftheworld.org/Murakami-Takashi-Hosoda-Mamoru_Superflat-Monogram-For-Louis-Vuitton_2003.mp4
18:33,Salvador Dalí,"Lanvin, Alka-Seltzer, Veterano",56″,Dali-Salvador_Ads_Anuncis.mp4,https://player.vimeo.com/video/124374031,http://ubuvideo.memoryoftheworld.org/Dali-Salvador_Ads_Anuncis.mp4
18:34,Jennifer McCoy & Kevin McCo,,9′,McCoy-Jennifer-McCoy-Kevin_Soft-Rains-and-Our-Second-Date_2003.mp4,https://player.vimeo.com/video/127964714,http://ubuvideo.memoryoftheworld.org/McCoy-Jennifer-McCoy-Kevin_Soft-Rains-and-Our-Second-Date_2003.mp4
18:43,Pedro Reyes,,7′,Reyes-Pedro_On-Alienation-Karl-Marx-and-Adam-Smith.mov,https://player.vimeo.com/video/170116005,http://ubuvideo.memoryoftheworld.org/Reyes-Pedro_On-Alienation-Karl-Marx-and-Adam-Smith.mov
18:50,Toshio Matsumoto,Engram (1987),11′,Toshio.Matsumoto.-.Experimental.film.works.-.3.9.-.Engram.1987.mp4,https://player.vimeo.com/video/132253193,http://ubuvideo.memoryoftheworld.org/Toshio.Matsumoto.-.Experimental.film.works.-.3.9.-.Engram.1987.mp4
19:02,John Pilson,A la Claire Fontaine (2001),4′,Pilson-John_a-la-Claire-Fontaine_2001.mp4,https://player.vimeo.com/video/135110421,http://ubuvideo.memoryoftheworld.org/Pilson-John_a-la-Claire-Fontaine_2001.mp4
19:06,Keren Cytter,Nothing,12′,cytter-keren_nothing_2003.mp4,https://player.vimeo.com/video/124373723,http://ubuvideo.memoryoftheworld.org/cytter-keren_nothing_2003.mp4
19:19,Adam McEwen,,10″,McEwen-Adam_Friedrich.m4v,https://player.vimeo.com/video/133438196,http://ubuvideo.memoryoftheworld.org/McEwen-Adam_Friedrich.m4v
19:20,The Cinema of Transgression,Cornella: The Story of a Burning Bush (1985),5′,Cinema-Of-Transgression-14-Kembra-Pfahler-1985-Cornella-The-Story-Of-A-Burning-Bush.mp4,https://player.vimeo.com/video/124055993,http://ubuvideo.memoryoftheworld.org/Cinema-Of-Transgression-14-Kembra-Pfahler-1985-Cornella-The-Story-Of-A-Burning-Bush.mp4
19:25,Marco Brambilla,Sync (2006),2′,Brambilla-Marco_Sync_2006.mp4.mp4,https://player.vimeo.com/video/133446055,http://ubuvideo.memoryoftheworld.org/Brambilla-Marco_Sync_2006.mp4.mp4
19:27,Will Hindle,Saint Flournoy Lobos-Logos and the Eastern Europe Fetus Taxing Japan Brides in West Coast Places Sucking Alabama Air (1970),11′,Hindle-Will_Saint-Flournoy-Lobos-Logos_1970.iphone.m4v,https://player.vimeo.com/video/134069126,http://ubuvideo.memoryoftheworld.org/Hindle-Will_Saint-Flournoy-Lobos-Logos_1970.iphone.m4v
19:39,Marcel Broodthaers,Cinéma modèle : programme La Fontaine (1970),7′,broodthaers_marcel-cinema_modele_programme_la_fontaine.mp4,https://player.vimeo.com/video/133446133,http://ubuvideo.memoryoftheworld.org/broodthaers_marcel-cinema_modele_programme_la_fontaine.mp4
19:47,Juliette Blightman,As A Period in Which Nothing Happens (2007),3′,Blightman-Juliette_As-A-Period-In-Which-Nothing-Happens_2007.m4v,https://player.vimeo.com/video/133445658,http://ubuvideo.memoryoftheworld.org/Blightman-Juliette_As-A-Period-In-Which-Nothing-Happens_2007.m4v
19:50,Yin-Ju Chen & James T. Hong,,5′,Chen-Yin-Ju_Hong-James-T_Suprematist-Kapital_2006.mp4,https://player.vimeo.com/video/124052720,http://ubuvideo.memoryoftheworld.org/Chen-Yin-Ju_Hong-James-T_Suprematist-Kapital_2006.mp4
19:55,Clark Lunberry,,2′,Lunberry-Clark_Murmur.mp4,https://player.vimeo.com/video/127785782,http://ubuvideo.memoryoftheworld.org/Lunberry-Clark_Murmur.mp4
19:58,Paul Pfeiffer,Long Count (Thrilla in Manila) (2001),42″,Pfeiffer-Paul_The-Long-Count-Thrilla-in-Manila_2001.mp4,https://player.vimeo.com/video/135110209,http://ubuvideo.memoryoftheworld.org/Pfeiffer-Paul_The-Long-Count-Thrilla-in-Manila_2001.mp4
19:58,John Pilson,Sidewalk (three channel composite) (2003),50″,Pilson-John_Sidewalk-3-channel-composite_2003.mp4,https://player.vimeo.com/video/135110734,http://ubuvideo.memoryoftheworld.org/Pilson-John_Sidewalk-3-channel-composite_2003.mp4
