film_screening,film_creator,film_title,film_duration_human,film_filename,film_vimeo,film_url
10:19,Artavazd Peleshian,Beginning   (1967),9′,Peleshian_Artavazd_Beginning_1967.mp4,https://player.vimeo.com/video/129111564,http://ubuvideo.memoryoftheworld.org/Artavazd_Peleshian/Peleshian_Artavazd_Beginning_1967.mp4
10:28,Marie Menken,Andy Warhol (1965),17′,Menken-Marie_Andy-Warhol_1965.m4v,https://player.vimeo.com/video/134119746,http://ubuvideo.memoryoftheworld.org/Menken-Marie_Andy-Warhol_1965.m4v
10:46,Alec Soth,Las Vegas Birthday Slideshow (2011),3′,Soth-Alec_Las-Vegas-Birthday-Slideshow.mp4,https://player.vimeo.com/video/136348178,http://ubuvideo.memoryoftheworld.org/Soth-Alec_Las-Vegas-Birthday-Slideshow.mp4
10:50,William Forsythe,Solo (1997),6′,Forsythe-William_Solo_1997.iphone.m4v,https://player.vimeo.com/video/124840634,http://ubuvideo.memoryoftheworld.org/Forsythe-William_Solo_1997.iphone.m4v
10:56,Alejandra Salinas and Aeron Bergman,,5′,Salinas_Bergman_sagrada.m4v,https://player.vimeo.com/video/133344494,http://ubuvideo.memoryoftheworld.org/Salinas_Bergman_sagrada.m4v
11:02,Irene Moon,,6′,Moon-Irene_Monster-Auk_2006.mp4,https://player.vimeo.com/video/128596336,http://ubuvideo.memoryoftheworld.org/Moon-Irene_Monster-Auk_2006.mp4
11:09,Bruce Nauman,Manipulating the T-Bar (1966),10′,Nauman-Bruce_Manipulating-the-T-Bar_1966.mp4,https://player.vimeo.com/video/128609900,http://ubuvideo.memoryoftheworld.org/Nauman-Bruce_Manipulating-the-T-Bar_1966.mp4
11:19,Parviz Kimiavi,Ya Zamene Ahu (Oh Guardian of Deer!) (1970),19′,Kimiavi_Parviz_Ya_Zamane_Ahu_1970.iphone.m4v,https://player.vimeo.com/video/134071096,http://ubuvideo.memoryoftheworld.org/Kimiavi_Parviz_Ya_Zamane_Ahu_1970.iphone.m4v
11:39,Chris Habib,Dermafluxus (featuring the work of Spencer Tunick) (1998),9′,habib_chris_dermafluxus_1998.iphone.m4v,https://player.vimeo.com/video/125946985,http://ubuvideo.memoryoftheworld.org/habib_chris_dermafluxus_1998.iphone.m4v
11:48,Stewart Home,Red London (1994),7′,Home-Stewart_Red-London_1994.mp4,https://player.vimeo.com/video/126874049,http://ubuvideo.memoryoftheworld.org/Home-Stewart_Red-London_1994.mp4
11:55,Kurt Kren,1957 - 157 Versuch mit synthetischem Ton (Test) (Experiment with Synthetic Sound (Test),1′,Kren-Kurt_1957_1-57_Versuch-mit-synthetischem-ton.mp4,https://player.vimeo.com/video/126884596,http://ubuvideo.memoryoftheworld.org/Kren-Kurt_1957_1-57_Versuch-mit-synthetischem-ton.mp4
11:57,Jean-Luc Godard,Schick Commerical (1971),56″,Godard-Jean-Luc_Schick-Commercial_1971.mp4,https://player.vimeo.com/video/125829394,http://ubuvideo.memoryoftheworld.org/Godard-Jean-Luc_Schick-Commercial_1971.mp4
11:58,Toshio Matsumoto,Phantom (1975),9′,Toshio.Matsumoto.-.Experimental.film.works.-.2.5.-.Phantom.1975.mp4,https://player.vimeo.com/video/132250826,http://ubuvideo.memoryoftheworld.org/Toshio.Matsumoto.-.Experimental.film.works.-.2.5.-.Phantom.1975.mp4
12:08,Iannis Xenakis,Rebonds B (2004),15′,Xenakis-Iannis_Rebonds-B_2004.mp4,https://player.vimeo.com/video/132849915,http://ubuvideo.memoryoftheworld.org/Xenakis-Iannis_Rebonds-B_2004.mp4
