film_screening,film_creator,film_title,film_duration_human,film_filename,film_vimeo,film_url
08:29,Carolee Schneemann,Plumb Line  (1968-71),15′,Schneemann-Carolee_Plumb-Line_1968-1971.m4v,https://player.vimeo.com/video/135111855,http://ubuvideo.memoryoftheworld.org/Schneemann-Carolee_Plumb-Line_1968-1971.m4v
08:44,Gerhard Richter,"Volker Bradke, 1966",15′,Richter-Gerhard_Volker-Bradke_1966.m4v,https://player.vimeo.com/video/125526973,http://ubuvideo.memoryoftheworld.org/Richter-Gerhard_Volker-Bradke_1966.m4v
08:59,J.G. Ballard,The Unmade films of JG Ballard [1990],8′,Cokliss-Harely_Christopher-Petit_The-Unmade-Films-of-JG-Ballard_1990.mp4,https://player.vimeo.com/video/133446732,http://ubuvideo.memoryoftheworld.org/Cokliss-Harely_Christopher-Petit_The-Unmade-Films-of-JG-Ballard_1990.mp4
09:08,Karl Holmqvist,All the Single Ladies,14′,Holmqvist-Karl_KURT_SCHWITTERS_All-The-Single-Ladies_25April2009-2.mp4,https://player.vimeo.com/video/126873591,http://ubuvideo.memoryoftheworld.org/Holmqvist-Karl_KURT_SCHWITTERS_All-The-Single-Ladies_25April2009-2.mp4
09:23,Zoe Beloff,The Lonely Chicken Dream (2009),3′,Beloff-Zoe_Dream-FIlm_lonely_chicken.mp4,https://player.vimeo.com/video/123526959,http://ubuvideo.memoryoftheworld.org/Beloff-Zoe_Dream-FIlm_lonely_chicken.mp4
09:26,John Baldessari,I Will Not Make Any More Boring Art (1971),13′,Baldessari-John_I_Will_Not_Make_Any_More_Boring_Art_1971.mp4,https://player.vimeo.com/video/122703122,http://ubuvideo.memoryoftheworld.org/Baldessari-John_I_Will_Not_Make_Any_More_Boring_Art_1971.mp4
09:39,Janet Cardiff,Alter Bahnhof Video Walk (2012),8′,Cardiff-Janet_Alter-Bahnhof-Video-Walk.mp4,https://player.vimeo.com/video/141951951,http://ubuvideo.memoryoftheworld.org/Cardiff-Janet_Alter-Bahnhof-Video-Walk.mp4
09:47,Kurt Kren,1967 - 1367 Sinus Beta,5′,Kren-Kurt_1967_13-67_Sinus-beta.mp4,https://player.vimeo.com/video/126884705,http://ubuvideo.memoryoftheworld.org/Kren-Kurt_1967_13-67_Sinus-beta.mp4
09:53,Dariusz Kowalski,,8′,Kowalski_Dariusz_Elements_2005.mp4,https://player.vimeo.com/video/126884463,http://ubuvideo.memoryoftheworld.org/Kowalski_Dariusz_Elements_2005.mp4
10:01,Mika Rottenberg,,5′,Rottenberg-Mika_Marys-Cherries.mov,https://player.vimeo.com/video/166464389,http://ubuvideo.memoryoftheworld.org/Rottenberg-Mika_Marys-Cherries.mov
10:07,Joseph Cornell,Nymphlight (made with Rudolph Burckhardt) (1957),9′,Cornell-Joseph_1957.Nymphlight.mp4,https://player.vimeo.com/video/124372617,http://ubuvideo.memoryoftheworld.org/Cornell-Joseph_1957.Nymphlight.mp4
10:17,Jean Painleve,,9′,Painleve-Jean_Histoires-de-crevettes.mp4,https://player.vimeo.com/video/129100805,http://ubuvideo.memoryoftheworld.org/Painleve-Jean_Histoires-de-crevettes.mp4
10:27,Bruce Conner,America is Waiting (1982),3′,Conner-Bruce_America-is-Waiting_1982.mp4,https://player.vimeo.com/video/124113239,http://ubuvideo.memoryoftheworld.org/Conner-Bruce_America-is-Waiting_1982.mp4
10:30,Otto Muehl,Unknown Title   (unknown year),7′,Muehl_Title-Unknown.mp4,https://player.vimeo.com/video/128599592,http://ubuvideo.memoryoftheworld.org/Muehl_Title-Unknown.mp4
10:38,Ryan Trecartin,(Tommy-Chat Just E-mailed Me) (2006),7′,Trecartin-Ryan_Tommy-Chat.mp4,https://player.vimeo.com/video/132264759,http://ubuvideo.memoryoftheworld.org/Trecartin-Ryan_Tommy-Chat.mp4
10:46,Sigmar Polke,,15′,Polke_Uluru.mp4,https://player.vimeo.com/video/168215508,http://ubuvideo.memoryoftheworld.org/Polke_Uluru.mp4
11:01,Stan Douglas,Suspiria,13′,Douglas_Stan_Suspiria_2003.mp4,https://player.vimeo.com/video/124833367,http://ubuvideo.memoryoftheworld.org/Douglas_Stan_Suspiria_2003.mp4
11:15,Hermann Nitsch,Maria - Conception - Action - Hermann Nitsch (1969),7′,Sommer-Ed_Sommer-Ern_Maria-Conception-Action-Hermann-Nitsch_1969.mp4,https://player.vimeo.com/video/131764287,http://ubuvideo.memoryoftheworld.org/Sommer-Ed_Sommer-Ern_Maria-Conception-Action-Hermann-Nitsch_1969.mp4
11:22,Harrell Fletcher,Hello Friend (PDX) (2004),6′,Fletcher_Harrell_Hello_friend_PDX_2004.mp4,https://player.vimeo.com/video/125004337,http://ubuvideo.memoryoftheworld.org/Fletcher_Harrell_Hello_friend_PDX_2004.mp4
11:28,Kenneth Anger,Puce Moment (1949),6′,Anger-Kenneth_Puce-Moment_1949.mp4,https://player.vimeo.com/video/122667594,http://ubuvideo.memoryoftheworld.org/Anger-Kenneth_Puce-Moment_1949.mp4
11:34,Bruce Conner,Ten Second Film (1965),18′′,Conner-Bruce_Ten-Second-Film_1965.mp4,https://player.vimeo.com/video/124113468,http://ubuvideo.memoryoftheworld.org/Conner-Bruce_Ten-Second-Film_1965.mp4
11:34,Keiichi Tanaami,Crayon Angel (1975),2′,Tanaami-Keiichi_Crayon Angel.m4v,https://player.vimeo.com/video/135113992,http://ubuvideo.memoryoftheworld.org/Tanaami-Keiichi_Crayon Angel.m4v
11:37,Tony Oursler,,1′,Oursler-Tony_PAC-Milano-19.m4v,https://player.vimeo.com/video/133438394,http://ubuvideo.memoryoftheworld.org/Oursler-Tony_PAC-Milano-19.m4v
11:38,Toshio Matsumoto,Enigma (1978),3′,Toshio.Matsumoto.-.Experimental.film.works.-.3.4.-.Enigma.1978.mp4,https://player.vimeo.com/video/132252505,http://ubuvideo.memoryoftheworld.org/Toshio.Matsumoto.-.Experimental.film.works.-.3.4.-.Enigma.1978.mp4
11:42,Abigail Child,,16′,Child-Abigail_Mayhem_1987.mp4,https://player.vimeo.com/video/124053724,http://ubuvideo.memoryoftheworld.org/Child-Abigail_Mayhem_1987.mp4
11:58,Joseph Cornell,Cotillion  / The Midnight Party  (made with Larry Jordan) (c. 1938),10′,Cornell-Joseph_1938.CotillionAndTheMidnightParty.mp4,https://player.vimeo.com/video/124372292,http://ubuvideo.memoryoftheworld.org/Cornell-Joseph_1938.CotillionAndTheMidnightParty.mp4
12:09,Janek Schaefer,Vacant Space,7′,Schaefer-Janek_Vacant-Space.mp4,https://player.vimeo.com/video/129729512,http://ubuvideo.memoryoftheworld.org/Schaefer-Janek_Vacant-Space.mp4
12:17,Eduardo Kac,"Recaos, 1986",30′′,Kac.Recaos.digitalpoem.1986.iphone.m4v,https://player.vimeo.com/video/126879904,http://ubuvideo.memoryoftheworld.org/Kac.Recaos.digitalpoem.1986.iphone.m4v
12:17,Salvador Dalí,Una polla Xica,31′′,Dali-Salvador_Ads_Una-polla-Xica.mp4,https://player.vimeo.com/video/124374082,http://ubuvideo.memoryoftheworld.org/Dali-Salvador_Ads_Una-polla-Xica.mp4
12:18,Zoe Beloff,The Abandoned Ark (2009),4′,Beloff-Zoe_Dream-FIlm_ark.mp4,https://player.vimeo.com/video/123526847,http://ubuvideo.memoryoftheworld.org/Beloff-Zoe_Dream-FIlm_ark.mp4
12:22,Bruce Baillie,All My Life (1966),2′,Baillie-Bruce_All-My-Life_1966.mp4,https://player.vimeo.com/video/122702580,http://ubuvideo.memoryoftheworld.org/Baillie-Bruce_All-My-Life_1966.mp4
12:25,Joachim Koester,Pit Music,4′,Koester_Joachim_Pit_Music_1996.mp4,https://player.vimeo.com/video/126884420,http://ubuvideo.memoryoftheworld.org/Koester_Joachim_Pit_Music_1996.mp4
12:30,Mary Ellen Bute,Synchromy No. 2 – 1935,5′,Bute-Mary-Ellen_1936.Synchromy-No2.mp4,https://player.vimeo.com/video/123578592,http://ubuvideo.memoryoftheworld.org/Bute-Mary-Ellen_1936.Synchromy-No2.mp4
12:35,Carly Mark,,4′,Mark-Carly_GOOD-BUY-HUMAN.mp4,https://player.vimeo.com/video/190891589,http://ubuvideo.memoryoftheworld.org/Mark-Carly_GOOD-BUY-HUMAN.mp4
12:40,Helmut Lang,,55′′,Lang-Helmut_Something-to-Think-About.m4v,https://player.vimeo.com/video/133438192,http://ubuvideo.memoryoftheworld.org/Lang-Helmut_Something-to-Think-About.m4v
12:41,Keith Sanborn,Equivalences [the Kate and Saddam sequence] (2007),5′,Sanborn_Keith_EquivalencesKateNSaddam_2007.mp4,https://player.vimeo.com/video/129722392,http://ubuvideo.memoryoftheworld.org/Sanborn_Keith_EquivalencesKateNSaddam_2007.mp4
12:47,Sarah Morris,,18′,Morris_Sarah_Capital.mp4,https://player.vimeo.com/video/128598236,http://ubuvideo.memoryoftheworld.org/Morris_Sarah_Capital.mp4
13:05,Gary Hill,Objects With Destinations (1979),3′,Hill-Gary_Objects-with-Destinations_1979.mp4,https://player.vimeo.com/video/126872457,http://ubuvideo.memoryoftheworld.org/Hill-Gary_Objects-with-Destinations_1979.mp4
13:09,Sterling Ruby,Ruby in Temper Tantrum / Intimate Death Magician (2003),11′,Ruby-Sterling_TAMPER-TANTRUM_INANIMATE-DEATH-MAGICIAN-2005.m4v,https://player.vimeo.com/video/233052385,http://ubuvideo.memoryoftheworld.org/Ruby-Sterling_TAMPER-TANTRUM_INANIMATE-DEATH-MAGICIAN-2005.m4v
13:21,Martin Frič,,2′,Fric-Martin_Cernobila-rapsodie_1936.mp4,https://player.vimeo.com/video/125336528,http://ubuvideo.memoryoftheworld.org/Fric-Martin_Cernobila-rapsodie_1936.mp4
13:23,Raphael Montañez Ortíz,What is this? (1985),7′,Ortiz-Raphael-Montanez_What-is-This_1985.m4v,https://player.vimeo.com/video/135109037,http://ubuvideo.memoryoftheworld.org/Ortiz-Raphael-Montanez_What-is-This_1985.m4v
13:31,Ken Jacobs,Nissan Ariana Window (1969) and Spaghetti Aza (1976),19′,Jacobs_Ken_Shorts-From-the-Underground_2002.mp4,https://player.vimeo.com/video/126877286,http://ubuvideo.memoryoftheworld.org/Jacobs_Ken_Shorts-From-the-Underground_2002.mp4
13:50,Anna Gaskell,Erasers (2005),10′,Gaskell-Anna_Erasers.mp4,,http://ubuvideo.memoryoftheworld.org/Gaskell-Anna_Erasers.mp4
14:00,Bruce Nauman,Dance or Walk on the Perimeter of a Square (1967),8′,Nauman_Bruce_Dance-or-Exercise-on-the-Perimeter-of-a-Square_1968.m4v,https://player.vimeo.com/video/121825713,http://ubuvideo.memoryoftheworld.org/Nauman_Bruce_Dance-or-Exercise-on-the-Perimeter-of-a-Square_1968.m4v
14:09,Sam Taylor-Wood,Breach (2001),10′,Taylor-Wood-Sam_Breach_2001.mp4,https://player.vimeo.com/video/131792602,http://ubuvideo.memoryoftheworld.org/Taylor-Wood-Sam_Breach_2001.mp4
14:19,Assume Vivid Astro Focus,,4′,AVAF_DEITCH.mp4,https://player.vimeo.com/video/133443174,http://ubuvideo.memoryoftheworld.org/AVAF_DEITCH.mp4
14:24,Zoe Beloff,The Bear Dream (2009),2′,Beloff-Zoe_Dream-FIlm_bobsled.mp4,https://player.vimeo.com/video/123526871,http://ubuvideo.memoryoftheworld.org/Beloff-Zoe_Dream-FIlm_bobsled.mp4
14:26,Marcel Odenbach,Dans la vision peripherique du temoin (1986),13′,Odenbach-Marcel_Dans-la-Vision-Peripherique-du-Temoin_1986.mp4,https://player.vimeo.com/video/128679305,http://ubuvideo.memoryoftheworld.org/Odenbach-Marcel_Dans-la-Vision-Peripherique-du-Temoin_1986.mp4
14:40,Sam Taylor-Wood,Pietà  (2001),2′,Taylor-Wood-Sam_Pieta_2001.mp4,https://player.vimeo.com/video/131793088,http://ubuvideo.memoryoftheworld.org/Taylor-Wood-Sam_Pieta_2001.mp4
14:42,Gregory Markopoulos,Sorrows (1969),5′,Markopoulos-Gregory_Sorrows_1969.mp4,https://player.vimeo.com/video/127959853,http://ubuvideo.memoryoftheworld.org/Markopoulos-Gregory_Sorrows_1969.mp4
14:47,Thomas Hirschhorn,Thomas Hirschhorn - Thank you (1995),8′,HIrschhorn-Thomas_Thank-You-1995.avi,https://player.vimeo.com/video/134069626,http://ubuvideo.memoryoftheworld.org/HIrschhorn-Thomas_Thank-You-1995.avi
14:56,People Like Us (Vicki Bennett),The Remote Controller (2003),8′,PLU_The-Remote-Controller_2003.mp4,https://player.vimeo.com/video/129260645,http://ubuvideo.memoryoftheworld.org/PLU_The-Remote-Controller_2003.mp4
15:05,Yin-Ju Chen & James T. Hong,,5′,Chen-Yin-Ju_Hong-James-T_Suprematist-Kapital_2006.mp4,https://player.vimeo.com/video/124052720,http://ubuvideo.memoryoftheworld.org/Chen-Yin-Ju_Hong-James-T_Suprematist-Kapital_2006.mp4
15:10,Toshio Matsumoto,Engram (1987),11′,Toshio.Matsumoto.-.Experimental.film.works.-.3.9.-.Engram.1987.mp4,https://player.vimeo.com/video/132253193,http://ubuvideo.memoryoftheworld.org/Toshio.Matsumoto.-.Experimental.film.works.-.3.9.-.Engram.1987.mp4
15:22,Janek Schaefer,The Freedom of Speech,4′,Schaefer-Janek_The-Freedom-of-Speech.mp4,https://player.vimeo.com/video/129728912,http://ubuvideo.memoryoftheworld.org/Schaefer-Janek_The-Freedom-of-Speech.mp4
15:26,Pat McElnea,Seersucker (2007),2′,mcelnea_pat_seersucker_2007.mp4,https://player.vimeo.com/video/134117847,http://ubuvideo.memoryoftheworld.org/mcelnea_pat_seersucker_2007.mp4
15:29,Johan van der Keuken,Paris A L'Aube (1957-60),8′,Keuken-Johan-van-der_Paris-a-l-Aube_1957.mp4,https://player.vimeo.com/video/126883209,http://ubuvideo.memoryoftheworld.org/Keuken-Johan-van-der_Paris-a-l-Aube_1957.mp4
15:37,Simon Starling,,12′,Starling-Simon_In-Speculum.mp4,https://player.vimeo.com/video/235677714,http://ubuvideo.memoryoftheworld.org/Starling-Simon_In-Speculum.mp4
15:50,Pierre Hébert,Population Explosions (1968),14′,Hebert-Pierre_Population-Explosion_1968.mp4,https://player.vimeo.com/video/125952760,http://ubuvideo.memoryoftheworld.org/Hebert-Pierre_Population-Explosion_1968.mp4
16:04,André Luiz Oliveira,A Fonte aka The Fountain A Sculpture - A monument (1970),11′,Oliveira-Andre-Luiz-_A-Fonte-aka-The-Fountain-A-Sculpture-A-Monument_1970.mp4,https://player.vimeo.com/video/128702114,http://ubuvideo.memoryoftheworld.org/Oliveira-Andre-Luiz-_A-Fonte-aka-The-Fountain-A-Sculpture-A-Monument_1970.mp4
16:16,Malcolm Le Grice,Threshold (1972),13′,LeGrice-Malcolm_THRESHOLD_1972.mp4,https://player.vimeo.com/video/134072055,http://ubuvideo.memoryoftheworld.org/LeGrice-Malcolm_THRESHOLD_1972.mp4
16:30,Julião Sarmento,,1′,Sarmento-Juliao_Commercial-Break.m4v,https://player.vimeo.com/video/133438393,http://ubuvideo.memoryoftheworld.org/Sarmento-Juliao_Commercial-Break.m4v
16:31,Robert Fitterman,Vanessa Place & Robert Fitterman - Notes On Conceptualisms: eastcoast/westcoast,17′,Fitterman_Rob_Conceptualisms.mp4,https://player.vimeo.com/video/125004013,http://ubuvideo.memoryoftheworld.org/Fitterman_Rob_Conceptualisms.mp4
16:49,Alexander Kluge,"Besitzbürgerin, Jahrgang 1908 (A Woman from the Property-owning Middle Class, Born 1908) (1972)",11′,Kluge-Alexander_Besitzburgerin-Jahrgang-1908_1973.mp4,https://player.vimeo.com/video/126883981,http://ubuvideo.memoryoftheworld.org/Kluge-Alexander_Besitzburgerin-Jahrgang-1908_1973.mp4
17:00,Gary Hill,Sums & Differences (1978),8′,Hill-Gary_Sums-and-Differences_1978.mp4,https://player.vimeo.com/video/126872936,http://ubuvideo.memoryoftheworld.org/Hill-Gary_Sums-and-Differences_1978.mp4
17:08,David Wojnarowicz,The Manhattan Love Suicides: Stray Dogs (1985),4′,Wojnarowicz-David_Stray-Dogs_1985.m4v,https://player.vimeo.com/video/135115305,http://ubuvideo.memoryoftheworld.org/Wojnarowicz-David_Stray-Dogs_1985.m4v
17:13,Richard Serra,Hand Catching Lead (1968),3′,Serra-Richard_Hand-Catching-Lead_1968.mp4,https://player.vimeo.com/video/131732730,http://ubuvideo.memoryoftheworld.org/Serra-Richard_Hand-Catching-Lead_1968.mp4
17:16,Leslie Thornton,,10′,Thornton_Leslie-Jennifer2k.mp4,https://player.vimeo.com/video/132245569,http://ubuvideo.memoryoftheworld.org/Thornton_Leslie-Jennifer2k.mp4
17:27,Pedro Reyes,,3′,Reyes-Pedro_Baby-Marx-Episode-1-On-Surplus-Value.mov,https://player.vimeo.com/video/170116004,http://ubuvideo.memoryoftheworld.org/Reyes-Pedro_Baby-Marx-Episode-1-On-Surplus-Value.mov
17:30,Theaster Gates,Sun Salutations (undated),6′,Gates-Theaster_Breathing.m4v,https://player.vimeo.com/video/233054615,http://ubuvideo.memoryoftheworld.org/Gates-Theaster_Breathing.m4v
17:37,Sue de Beer,Silver and Gold (2011),1′,De-Beer_Silver-and-Gold_2011.mp4,https://player.vimeo.com/video/124226955,http://ubuvideo.memoryoftheworld.org/De-Beer_Silver-and-Gold_2011.mp4
17:38,Red Grooms,Fat Feet (1965-66),18′,Grooms-Red_Fat-Feet.m4v,https://player.vimeo.com/video/135806510,http://ubuvideo.memoryoftheworld.org/Grooms-Red_Fat-Feet.m4v
17:57,Mark Leckey,Felix Gets Broadcasted (2007),4′,Leckey-Mark_Felix-Gets-Broadcasted.mp4,https://player.vimeo.com/video/160385522,http://ubuvideo.memoryoftheworld.org/Leckey-Mark_Felix-Gets-Broadcasted.mp4
18:02,Hilary Harris,Nine Variations on a Dance Theme (1966),13′,Harris-Hilary_9-Variations_1966.mp4,https://player.vimeo.com/video/125948600,http://ubuvideo.memoryoftheworld.org/Harris-Hilary_9-Variations_1966.mp4
18:15,Sean Snyder,"Compression/Propaganda (Department of Defense/Al-Qaeda), Video 1 (2007)",3′,Snyder-Sean_CompressionPropaganda1_2007.mp4,https://player.vimeo.com/video/131763948,http://ubuvideo.memoryoftheworld.org/Snyder-Sean_CompressionPropaganda1_2007.mp4
18:19,Peggy Ahwesh,Martina's Playhouse  (1989),19′,Ahwesh-Peggy_martinas_playhouse.mp4,https://player.vimeo.com/video/122474487,http://ubuvideo.memoryoftheworld.org/Ahwesh-Peggy_martinas_playhouse.mp4
18:38,Jem Finer,Rhino (2002),1′,Finer_Jem_Rhino_2002.mp4,https://player.vimeo.com/video/125003602,http://ubuvideo.memoryoftheworld.org/Finer_Jem_Rhino_2002.mp4
